title,year,metascore,domestic_gross
Frida,(2002),61,"25,885,000"
Æon Flux,(2005),36,"25,857,987"
The Lazarus Effect,(2015),31,"25,799,043"
You Again,(2010),28,"25,702,053"
21 & Over,(2013),34,"25,682,380"
Crocodile Dundee in Los Angeles,(2001),37,"25,635,682"
Mr. Woodcock,(2007),41,"25,628,629"
Dance Flick,(2009),40,"25,615,792"
Nancy Drew,(2007),53,"25,612,520"
The Mist,(2007),58,"25,593,755"
Jonah: A VeggieTales Movie,(2002),58,"25,581,229"
Her,(2013),90,"25,568,251"
Memento,(2000),80,"25,544,867"
Captain Corelli's Mandolin,(2001),36,"25,543,895"
W.,(I) (2008),56,"25,534,493"
Serenity,(2005),74,"25,514,517"
All About the Benjamins,(2002),34,"25,482,931"
The House,(I) (2017),30,"25,481,529"
Dark Water,(2005),52,"25,473,352"
The Fourth Kind,(2009),34,"25,464,480"
The International,(I) (2009),52,"25,450,527"
Boyhood,(I) (2014),100,"25,379,975"
The Transporter,(2002),51,"25,296,447"
Sweet November,(2001),27,"25,288,103"
Top Five,(2014),81,"25,277,561"
Jersey Girl,(2004),43,"25,266,129"
Aliens in the Attic,(2009),42,"25,200,412"
Twisted,(I) (2004),26,"25,195,050"
Nurse Betty,(2000),69,"25,167,270"
The Witch,(2015),83,"25,138,292"
Escape Plan,(2013),49,"25,132,228"
The Reaping,(2007),36,"25,117,498"
All the Money in the World,(2017),72,"25,106,315"
Winchester,(2018),28,"25,091,816"
Alpha and Omega,(2010),36,"25,077,977"
Grindhouse,(2007),77,"25,031,037"
In the Heart of the Sea,(2015),47,"25,020,758"
Piranha 3D,(2010),53,"25,003,155"
The November Man,(2014),38,"24,984,868"
Never Back Down,(2008),39,"24,850,922"
Season of the Witch,(2011),28,"24,827,228"
Our Idiot Brother,(2011),60,"24,814,830"
Gifted,(2017),60,"24,801,212"
Thank You for Smoking,(2005),71,"24,792,061"
The Sweetest Thing,(2002),32,"24,718,164"
Lottery Ticket,(I) (2010),50,"24,708,699"
On the Basis of Sex,(2018),59,"24,622,687"
Unleashed,(2005),58,"24,520,892"
Don Jon,(2013),66,"24,477,704"
Downsizing,(2017),63,"24,449,754"
The Strangers: Prey at Night,(2018),48,"24,431,472"
Elektra,(2005),34,"24,409,722"
15 Minutes,(2001),34,"24,403,552"
Sparkle,(I) (2012),54,"24,397,469"
Ice Princess,(2005),55,"24,381,334"
Across the Universe,(2007),56,"24,343,673"
The Spy Next Door,(2010),27,"24,268,828"
Bridget Jones's Baby,(2016),59,"24,252,420"
Hearts in Atlantis,(2001),55,"24,185,781"
Lord of War,(2005),62,"24,149,632"
Clerks II,(2006),65,"24,138,847"
Angel Eyes,(2001),39,"24,044,532"
Don't Be Afraid of the Dark,(2010),56,"24,042,490"
White Boy Rick,(2018),59,"24,011,188"
Around the World in 80 Days,(2004),49,"24,008,137"
The Life Aquatic with Steve Zissou,(2004),62,"24,006,726"
Observe and Report,(2009),54,"23,993,605"
Perfect Stranger,(2007),31,"23,984,949"
Corky Romano,(2001),20,"23,978,402"
The Wicker Man,(2006),36,"23,643,531"
The Losers,(I) (2010),44,"23,580,735"
Traitor,(2008),60,"23,530,831"
Eight Crazy Nights,(2002),23,"23,443,124"
Endless Love,(2014),30,"23,393,765"
Reindeer Games,(2000),37,"23,360,779"
The Covenant,(2006),19,"23,292,105"
Kingdom Come,(2001),48,"23,247,539"
Faster,(2010),44,"23,240,020"
Agent Cody Banks 2: Destination London,(2004),32,"23,222,861"
Pompeii,(I) (2014),39,"23,219,748"
Vicky Cristina Barcelona,(2008),70,"23,216,709"
Monte Carlo,(2011),43,"23,186,769"
Piglet's Big Movie,(2003),62,"23,103,423"
Stay Alive,(2006),24,"23,086,480"
Sanctum,(2011),42,"23,070,045"
Whiskey Tango Foxtrot,(2016),57,"23,049,575"
Fighting,(2009),61,"23,036,320"
Transcendence,(I) (2014),42,"23,022,309"
Bulletproof Monk,(2003),40,"23,020,488"
Constellation,(2005),41,"23,006,533"
Fighting with My Family,(2019),68,"22,958,886"
Love Happens,(2009),33,"22,927,390"
Ella Enchanted,(2004),53,"22,918,387"
Revolutionary Road,(2008),69,"22,911,480"
Two for the Money,(2005),50,"22,862,049"
Prime,(2005),58,"22,827,153"
Joe Somebody,(2001),42,"22,770,864"
The Gallows,(2015),30,"22,757,819"
Titan A.E.,(2000),48,"22,751,979"
Dickie Roberts: Former Child Star,(2003),36,"22,734,486"
My Super Ex-Girlfriend,(2006),50,"22,530,295"
The Incredible Burt Wonderstone,(2013),44,"22,525,921"
The Black Dahlia,(2006),49,"22,518,325"
Lucky Number Slevin,(2006),53,"22,494,487"
War,(2007),36,"22,486,409"
Hitman: Agent 47,(2015),28,"22,467,450"
Fame,(2009),39,"22,455,510"
City by the Sea,(2002),50,"22,433,915"
The Alamo,(2004),47,"22,414,961"
The Bye Bye Man,(2017),37,"22,377,458"
Project Almanac,(2015),47,"22,331,028"
Deuce Bigalow: European Gigolo,(2005),23,"22,264,487"
Adaptation.,(2002),83,"22,245,861"
Victoria & Abdul,(2017),58,"22,245,070"
Two Can Play That Game,(2001),35,"22,235,901"
Hustle & Flow,(2005),68,"22,201,636"
Darkness,(2002),15,"22,163,442"
The Medallion,(2003),38,"22,108,977"
Rough Night,(2017),51,"22,062,200"
Joy Ride,(2001),75,"21,973,182"
Hellboy,(2019),31,"21,903,748"
Love Don't Cost a Thing,(2003),37,"21,897,389"
My Little Pony: The Movie,(2017),39,"21,885,107"
A Lot Like Love,(2005),48,"21,835,784"
Mr 3000,(2004),57,"21,800,302"
The Big Wedding,(2013),28,"21,784,432"
Overlord,(2018),60,"21,704,844"
Biker Boyz,(2003),36,"21,701,045"
Your Highness,(2011),31,"21,596,445"
Mud,(2012),76,"21,590,086"
Snowden,(2016),58,"21,587,519"
Black or White,(2014),45,"21,569,041"
Baggage Claim,(2013),34,"21,564,616"
Just Wright,(2010),51,"21,520,719"
The Way Way Back,(2013),68,"21,501,098"
The Book Thief,(2013),53,"21,488,481"
Battlefield Earth,(2000),9,"21,471,685"
The Last Mimzy,(2007),59,"21,471,047"
Urban Legends: Final Cut,(2000),16,"21,468,807"
The Darkest Hour,(2011),18,"21,426,805"
Cold Creek Manor,(2003),37,"21,384,035"
The Place Beyond the Pines,(2012),68,"21,383,298"
Mars Needs Moms,(2011),49,"21,379,315"
Skyline,(2010),26,"21,371,425"
Waist Deep,(2006),37,"21,318,194"
Conan the Barbarian,(2011),36,"21,295,021"
Dream House,(2011),35,"21,283,440"
Torque,(2004),41,"21,215,059"
Amazing Grace,(2006),65,"21,208,358"
Mechanic: Resurrection,(2016),38,"21,203,260"
"As Above, So Below",(2014),38,"21,197,315"
ATL,(2006),63,"21,160,089"
Cabin Fever,(2002),56,"21,158,188"
The Next Three Days,(2010),52,"21,148,651"
The Disaster Artist,(2017),76,"21,120,616"
Antwone Fisher,(2002),62,"21,078,145"
Phantom Thread,(2017),90,"21,023,275"
Flight of the Phoenix,(2004),47,"21,009,180"
Van Wilder: Party Liaison,(2002),26,"21,005,329"
Fantastic Mr. Fox,(2009),83,"21,002,919"
Flicka,(2006),57,"20,998,709"
Aloha,(I) (2015),40,"20,991,497"
Looney Tunes: Back in Action,(2003),64,"20,991,364"
The X Files: I Want to Believe,(2008),47,"20,981,633"
A Dog's Journey,(2019),43,"20,976,100"
Shorts,(2009),53,"20,916,309"
Proud Mary,(2018),35,"20,868,638"
Paul Blart: Mall Cop,(2009),39,"20,819,129"
The Kids Are All Right,(2010),86,"20,811,365"
The Hills Have Eyes II,(2007),32,"20,804,166"
Blair Witch,(2016),47,"20,777,061"
God's Not Dead 2,(2016),22,"20,773,070"
Free State of Jones,(2016),53,"20,758,378"
Sleepless,(III) (2017),34,"20,757,977"
The Happytime Murders,(2018),27,"20,706,452"
Land of the Dead,(2005),71,"20,700,082"
Mad Money,(2008),41,"20,668,843"
Diary of a Wimpy Kid: The Long Haul,(2017),39,"20,638,993"
Boys and Girls,(2000),29,"20,627,372"
The Invisible,(2007),36,"20,568,319"
Keanu,(2016),63,"20,566,327"
SuperFly,(2018),52,"20,545,116"
Gamer,(2009),27,"20,488,579"
The Circle,(I) (2017),43,"20,476,391"
The In-Laws,(I) (2003),46,"20,440,627"
Little Black Book,(2004),36,"20,422,207"
Valentine,(2001),18,"20,384,136"
The Three Musketeers,(2011),35,"20,377,913"
A Prairie Home Companion,(2006),75,"20,342,852"
Reno 911!: Miami,(2007),47,"20,342,161"
Gone Baby Gone,(2007),72,"20,300,218"
Down with Love,(2003),52,"20,298,207"
Brick Mansions,(2014),40,"20,285,518"
Premium Rush,(2012),66,"20,275,446"
Pulse,(I) (2006),27,"20,259,297"
Our Family Wedding,(2010),38,"20,246,959"
Country Strong,(2010),45,"20,218,921"
Appaloosa,(2008),64,"20,207,003"
Secret in Their Eyes,(2015),45,"20,180,155"
Homefront,(I) (2013),40,"20,158,492"
Big Miracle,(2012),61,"20,113,965"
Down to You,(2000),13,"20,035,310"
NASCAR: The IMAX Experience,(2004),58,"20,034,225"
Middle School: The Worst Years of My Life,(2016),51,"19,985,196"
Assault on Precinct 13,(2005),54,"19,976,073"
UglyDolls,(2019),40,"19,819,741"
The Spirit,(2008),30,"19,781,879"
Yu-Gi-Oh!: The Movie - Pyramid of Light,(2004),15,"19,762,690"
The Pledge,(I) (2001),71,"19,719,930"
Broken City,(2013),49,"19,701,164"
Man of the House,(I) (2005),35,"19,699,706"
Summer Catch,(2001),21,"19,693,891"
Nine,(2009),49,"19,664,021"
Reign Over Me,(2007),61,"19,661,987"
The Life of David Gale,(2003),31,"19,593,740"
Astro Boy,(2009),53,"19,548,064"
Igor,(2008),40,"19,528,602"
The Eagle,(2011),55,"19,490,041"
Timeline,(2003),28,"19,481,943"
Beautiful Creatures,(2013),52,"19,452,138"
Valiant,(2005),45,"19,447,478"
Wonder Boys,(2000),73,"19,389,454"
The Producers,(2005),52,"19,377,727"
Shaun the Sheep Movie,(2015),81,"19,375,982"
Vacancy,(2007),54,"19,363,565"
Saving Silverman,(2001),22,"19,351,569"
Runner Runner,(2013),36,"19,316,646"
Cursed,(2005),31,"19,297,522"
My Best Friend's Girl,(2008),34,"19,219,250"
Beerfest,(2006),46,"19,185,184"
Tuck Everlasting,(2002),66,"19,158,074"
Hart's War,(2002),49,"19,076,815"
"I, Frankenstein",(2014),30,"19,075,290"
Remember Me,(2010),40,"19,068,240"
Waitress,(2007),75,"19,067,631"
The Impossible,(2012),73,"19,019,882"
Rollerball,(2002),14,"18,990,798"
Haywire,(2011),67,"18,942,396"
Georgia Rule,(2007),25,"18,882,880"
Shark Night 3D,(2011),22,"18,872,522"
The Legend of Hercules,(2014),22,"18,848,538"
The Marine,(2006),45,"18,843,314"
Akeelah and the Bee,(2006),72,"18,811,135"
The Upside of Anger,(2005),63,"18,761,993"
Still Alice,(2014),72,"18,754,371"
The Choice,(I) (2016),26,"18,709,066"
Best in Show,(2000),78,"18,621,249"
Man on a Ledge,(2012),40,"18,620,000"
Aquamarine,(2006),51,"18,595,716"
Frost/Nixon,(2008),80,"18,593,156"
CHIPS,(2017),28,"18,591,819"
Ultraviolet,(2006),18,"18,500,966"
Super Troopers,(2001),48,"18,488,314"
You're Next,(2011),66,"18,474,268"
Into the Blue,(2005),45,"18,472,363"
The Invention of Lying,(2009),58,"18,439,082"
A Thousand Words,(I) (2012),26,"18,438,149"
Into the Wild,(2007),73,"18,352,454"
Only the Brave,(2017),72,"18,340,051"
127 Hours,(2010),82,"18,335,230"
North Country,(2005),68,"18,324,242"
Walk Hard: The Dewey Cox Story,(2007),63,"18,317,151"
The Four Feathers,(2002),49,"18,306,166"
Paranormal Activity: The Ghost Dimension,(2015),30,"18,300,124"
Fright Night,(2011),64,"18,298,649"
Harold & Kumar Go to White Castle,(2004),64,"18,225,165"
Next,(2007),42,"18,211,013"
The Last Castle,(2001),43,"18,208,078"
Unplanned,(2019),14,"18,104,089"
Pooh's Heffalump Movie,(2005),64,"18,098,433"
Call Me by Your Name,(2017),93,"18,095,701"
Postal,(2007),22,"18,005,198"
Admission,(2013),48,"18,004,225"
The Glass House,(2001),34,"18,001,232"
Seven Days in Utopia,(2011),37,"18,000,000"
The Contender,(2000),59,"17,872,723"
Punch-Drunk Love,(2002),78,"17,844,216"
Bad Times at the El Royale,(2018),60,"17,839,115"
Booksmart,(2019),84,"17,833,316"
Going the Distance,(2010),51,"17,804,299"
School for Scoundrels,(2006),44,"17,803,796"
Mother!,(2017),75,"17,800,004"
Bad Santa 2,(2016),38,"17,782,178"
Steve Jobs,(2015),82,"17,766,658"
Show Dogs,(2018),31,"17,744,685"
The Perks of Being a Wallflower,(2012),67,"17,738,570"
Mr. Holmes,(2015),67,"17,737,646"
EuroTrip,(2004),45,"17,718,223"
Apollo 18,(2011),24,"17,686,929"
Kit Kittredge: An American Girl,(2008),63,"17,655,201"
Nebraska,(2013),86,"17,654,912"
Parker,(2013),42,"17,616,641"
Operation Finale,(2018),58,"17,612,099"
Hostel: Part II,(2007),46,"17,609,452"
Furry Vengeance,(2010),23,"17,596,256"
"Paul, Apostle of Christ",(2018),52,"17,560,475"
Enough Said,(2013),78,"17,536,788"
Silent Hill: Revelation,(2012),16,"17,529,157"
Summer '03,(2018),45,"17,521,754"
A Mighty Wind,(2003),81,"17,508,936"
Empire,(2002),38,"17,504,595"
Father Figures,(2017),22,"17,501,244"
Sorry to Bother You,(2018),80,"17,493,096"
Red Planet,(2000),34,"17,480,890"
Dope,(2015),72,"17,474,107"
The Zookeeper's Wife,(2017),57,"17,445,186"
The Ruins,(2008),44,"17,432,844"
Dark Skies,(2013),50,"17,411,930"
Chappaquiddick,(2017),67,"17,395,520"
Addicted,(I) (2014),32,"17,382,982"
Roll Bounce,(2005),59,"17,378,977"
Masterminds,(I) (2016),47,"17,356,894"
Deliver Us from Eva,(2003),46,"17,334,912"
A Haunted House 2,(2014),17,"17,329,486"
Just My Luck,(2006),29,"17,324,744"
Eight Legged Freaks,(2002),53,"17,322,606"
My Baby's Daddy,(2004),23,"17,321,573"
Max Keeble's Big Move,(2001),40,"17,292,381"
The Glass Castle,(2017),56,"17,273,059"
A Most Wanted Man,(2014),73,"17,237,244"
Fired Up!,(2009),31,"17,231,291"
Wanderlust,(2012),53,"17,225,675"
Seventh Son,(I) (2014),30,"17,223,265"
Center Stage,(2000),52,"17,174,870"
Safe,(I) (2012),55,"17,142,080"
Annapolis,(2006),37,"17,127,992"
Eastern Promises,(2007),82,"17,114,882"
Seed of Chucky,(2004),46,"17,083,732"
Win a Date with Tad Hamilton!,(2004),52,"17,071,962"
Small Time Crooks,(2000),69,"17,071,230"
The Devil's Rejects,(2005),53,"17,044,981"
Son of the Mask,(2005),20,"17,018,422"
The Hurt Locker,(2008),94,"17,017,811"
Norm of the North,(2016),21,"17,017,118"
Rock Star,(2001),54,"17,008,282"
Wimbledon,(2004),59,"17,001,133"
Splice,(2009),66,"16,999,046"
The Country Bears,(2002),37,"16,988,996"
The Counsellor,(2013),48,"16,973,715"
Boiler Room,(2000),63,"16,938,179"
88 Minutes,(2007),17,"16,930,884"
Serving Sara,(2002),18,"16,930,185"
Crazy/Beautiful,(2001),61,"16,929,123"
The Thing,(I) (2011),49,"16,928,670"
Flatliners,(2017),27,"16,866,403"
Dead Silence,(2007),34,"16,809,076"
Rebound,(2005),36,"16,808,336"
The Kid Who Would Be King,(2019),66,"16,790,790"
Detroit,(2017),77,"16,790,139"
Lost Souls,(2000),16,"16,779,636"
The Motorcycle Diaries,(2004),75,"16,756,372"
New in Town,(2009),29,"16,734,283"
Catch That Kid,(2004),33,"16,702,864"
To Rome with Love,(2012),54,"16,685,867"
Unaccompanied Minors,(2006),43,"16,647,384"
Missing Link,(2019),68,"16,617,064"
The Hitcher,(2007),28,"16,472,961"
Mary Queen of Scots,(2018),60,"16,468,499"
Brightburn,(2019),45,"16,397,834"
The Master,(2012),86,"16,377,274"
Forever My Girl,(2018),36,"16,376,066"
White Oleander,(2002),61,"16,346,122"
The Whole Ten Yards,(2004),24,"16,323,969"
Young Adult,(2011),71,"16,311,571"
An American Haunting,(2005),38,"16,298,046"
Elizabeth: The Golden Age,(2007),45,"16,285,240"
Swing Vote,(2008),47,"16,284,360"
Original Sin,(2001),33,"16,252,765"
21 Grams,(2003),70,"16,248,701"
The Perfect Man,(2005),27,"16,247,775"
Black Christmas,(2006),22,"16,235,293"
Jennifer's Body,(2009),47,"16,204,793"
Begin Again,(II) (2013),62,"16,170,632"
Vanity Fair,(2004),53,"16,136,476"
Waiting...,(I) (2005),30,"16,124,543"
Jobs,(2013),44,"16,117,443"
Fruitvale Station,(2013),85,"16,097,842"
Imagine That,(2009),54,"16,088,610"
Kung Pow: Enter the Fist,(2002),14,"16,033,556"
Adventureland,(2009),76,"16,025,394"
O,(2001),53,"16,017,403"
The Raven,(I) (2012),44,"16,008,272"
Confessions of a Dangerous Mind,(2002),67,"16,003,576"
Armored,(2009),50,"15,988,876"
The Single Moms Club,(2014),31,"15,986,272"
Marie Antoinette,(2006),65,"15,962,471"
Mortal Engines,(2018),44,"15,951,040"
Thomas and the Magic Railroad,(2000),19,"15,911,333"
The Birth of a Nation,(2016),69,"15,858,754"
Far from Heaven,(2002),84,"15,854,988"
Devil's Due,(2014),34,"15,818,967"
The Kite Runner,(2007),61,"15,800,078"
Eddie the Eagle,(2015),54,"15,785,632"
The Gospel,(2005),46,"15,778,152"
Hunter Killer,(2018),43,"15,767,460"
3000 Miles to Graceland,(2001),21,"15,738,632"
Paparazzi,(2004),38,"15,712,072"
Pride and Glory,(2008),45,"15,709,385"
Larry the Cable Guy: Health Inspector,(2006),21,"15,655,665"
Life as a House,(2001),45,"15,652,637"
The Man with the Iron Fists,(2012),51,"15,634,090"
Loser,(2000),35,"15,618,626"
View from the Top,(2003),27,"15,589,458"
Happily N'Ever After,(2006),28,"15,589,393"
In America,(2002),76,"15,539,266"
All the Pretty Horses,(2000),55,"15,527,125"
A Perfect Getaway,(2009),63,"15,483,540"
Drowning Mona,(2000),25,"15,427,192"
The Infiltrator,(2016),66,"15,425,870"
Wrong Turn,(I) (2003),32,"15,417,771"
A Guy Thing,(2003),27,"15,408,822"
Half Past Dead,(2002),23,"15,361,537"
The Greatest Game Ever Played,(2005),55,"15,331,289"
Bait,(2000),39,"15,325,127"
Youth in Revolt,(2009),63,"15,281,286"
Bangkok Dangerous,(2008),24,"15,279,680"
Catch and Release,(II) (2006),43,"15,269,668"
Alpha Dog,(2006),53,"15,229,325"
Dungeons & Dragons,(2000),14,"15,220,685"
The Last Exorcism Part II,(2013),35,"15,179,302"
And So It Goes,(2014),38,"15,155,772"
"The Goods: Live Hard, Sell Hard",(2009),39,"15,102,127"
The Invasion,(I) (2007),45,"15,071,514"
American Psycho,(2000),64,"15,070,285"
The Box,(I) (2009),47,"15,045,676"
See No Evil,(2006),17,"15,032,800"
Killing Them Softly,(2012),64,"15,026,056"
Seven Psychopaths,(2012),66,"15,024,049"
The Cave,(2005),30,"15,007,991"
Miss Bala,(2019),41,"15,006,824"
Judy Moody and the Not Bummer Summer,(2011),37,"15,000,994"
Lions for Lambs,(2007),47,"14,998,070"
The Next Best Thing,(2000),25,"14,990,582"
Solaris,(2002),65,"14,970,038"
Get Carter,(2000),24,"14,967,182"
If Beale Street Could Talk,(2018),87,"14,915,773"
Step Up All In,(2014),45,"14,904,384"
Keeping Up with the Joneses,(2016),34,"14,896,798"
Last Chance Harvey,(2008),57,"14,879,423"
The Prodigy,(2019),45,"14,856,291"
The Girl in the Spider's Web,(2018),43,"14,841,338"
The Possession of Hannah Grace,(2018),37,"14,837,422"
"I Love You, Beth Cooper",(2009),32,"14,793,904"
Tristan + Isolde,(2006),49,"14,732,623"
Criminal,(2004),61,"14,688,078"
The Case for Christ,(2017),50,"14,678,714"
Room,(I) (2015),86,"14,677,674"
It Follows,(2014),83,"14,673,301"
My Soul to Take,(2010),25,"14,637,490"
Beyond the Lights,(2014),73,"14,618,727"
My Week with Marilyn,(2011),65,"14,600,347"
The Girl Next Door,(2004),47,"14,589,444"
Fly Me to the Moon 3D,(2008),36,"14,532,946"
Everyone's Hero,(2006),51,"14,522,427"
Big Eyes,(I) (2014),62,"14,479,776"
Welcome to Mooseport,(2004),33,"14,469,428"
Life or Something Like It,(2002),31,"14,448,589"
"Hello, My Name Is Doris",(2015),63,"14,443,077"
American Ultra,(2015),50,"14,434,604"
Hollywoodland,(2006),62,"14,415,222"
Woodlawn,(2015),57,"14,393,862"
Godsend,(2004),24,"14,379,751"
Awake,(2007),33,"14,377,198"
Wish Upon,(2017),32,"14,301,505"
Ballistic: Ecks vs. Sever,(2002),19,"14,294,842"
Criminal,(2016),36,"14,268,533"
The Edge of Seventeen,(2016),77,"14,260,193"
Josie and the Pussycats,(2001),47,"14,252,830"
Freddy Got Fingered,(2001),13,"14,249,005"
Amelia,(2009),37,"14,241,034"
Supernova,(I) (2000),19,"14,218,868"
Alex & Emma,(2003),32,"14,208,384"
Disaster Movie,(2008),15,"14,190,901"
Dirty Dancing: Havana Nights,(2004),39,"14,161,590"
Spring Breakers,(2012),63,"14,123,773"
How to Deal,(2003),45,"14,108,518"
The Emperor's Club,(2002),49,"14,060,950"
Cirque du Freak: The Vampire's Assistant,(2009),43,"14,046,595"
New York Minute,(I) (2004),33,"14,018,364"
The Good Girl,(2002),71,"14,015,786"
What's Your Number?,(2011),35,"14,008,193"
Left Behind,(I) (2014),12,"13,998,282"
It Comes at Night,(2017),78,"13,985,117"
Stealing Harvard,(2002),25,"13,973,532"
Jackie,(V) (2016),81,"13,958,679"
Soul Plane,(2004),33,"13,922,211"
Firehouse Dog,(2007),43,"13,922,019"
Hot Rod,(2007),43,"13,920,741"
Out Cold,(2001),22,"13,903,262"
Monsoon Wedding,(2001),77,"13,876,974"
One Day,(2011),48,"13,843,771"
The Duchess,(2008),62,"13,823,741"
Repo Men,(2010),32,"13,794,835"
Sin City: A Dame to Kill For,(2014),46,"13,757,804"
Letters from Iwo Jima,(2006),89,"13,756,082"
Hit and Run,(2012),50,"13,746,550"
Broken Flowers,(2005),79,"13,744,960"
The Tailor of Panama,(2001),66,"13,729,742"
Hey Arnold! The Movie,(2002),47,"13,684,949"
Warrior,(2011),71,"13,657,115"
Burnt,(I) (2015),42,"13,650,738"
Crank: High Voltage,(2009),41,"13,630,226"
Osmosis Jones,(2001),57,"13,596,911"
The Ladies Man,(2000),22,"13,592,872"
Juwanna Mann,(2002),24,"13,571,817"
Tomcats,(2001),15,"13,558,739"
The Little Vampire,(2000),45,"13,555,988"
Eighth Grade,(2018),89,"13,539,709"
Poms,(2019),36,"13,487,561"
Dredd,(2012),60,"13,414,714"
Megan Leavey,(2017),66,"13,406,304"
Alfie,(2004),49,"13,399,812"
One Night with the King,(2006),38,"13,395,961"
Friends with Money,(2006),68,"13,367,101"
Labor Day,(2013),52,"13,362,308"
The Haunting of Molly Hartley,(2008),28,"13,350,177"
The Comebacks,(2007),25,"13,349,251"
De-Lovely,(2004),53,"13,337,299"
The Tree of Life,(2011),85,"13,303,319"
Sugar & Spice,(2001),48,"13,276,953"
American Outlaws,(2001),25,"13,264,986"
Case 39,(2009),25,"13,248,477"
Inside Llewyn Davis,(2013),93,"13,235,319"
Daddy Day Camp,(2007),13,"13,235,267"
Ghost Town,(I) (2008),72,"13,214,030"
Feardotcom,(2002),16,"13,208,023"
Jason X,(2001),25,"13,121,555"
Dr. T & the Women,(2000),64,"13,113,041"
Frailty,(2001),64,"13,103,828"
Playing for Keeps,(2012),27,"13,101,142"
The Rum Diary,(2011),56,"13,100,042"
Whiplash,(2014),88,"13,092,000"
Flyboys,(2006),47,"13,082,288"
25th Hour,(2002),67,"13,060,843"
Whip It,(2009),68,"13,043,363"
How to Eat Fried Worms,(2006),56,"13,022,756"
The Crew,(2000),37,"13,019,253"
House of Sand and Fog,(2003),71,"13,005,485"
The Quiet American,(2002),84,"12,987,647"
Do You Believe?,(2015),22,"12,985,267"
Gods and Generals,(2003),30,"12,870,569"
They,(2002),31,"12,840,842"
The Honeymooners,(2005),31,"12,834,056"
Wicker Park,(2004),40,"12,831,121"
Shoot 'Em Up,(2007),49,"12,807,139"
Highlander: Endgame,(2000),21,"12,801,190"
Rachel Getting Married,(2008),82,"12,796,277"
Beasts of the Southern Wild,(2012),86,"12,795,746"
The Founder,(2016),66,"12,785,093"
I Heart Huckabees,(2004),55,"12,784,713"
The New World,(2005),69,"12,712,093"
Carol,(2015),95,"12,711,491"
The Danish Girl,(2015),66,"12,706,393"
The Pirates Who Don't Do Anything: A VeggieTales Movie,(2008),49,"12,701,880"
The Darkest Minds,(2018),39,"12,695,691"
Battle of the Sexes,(2017),73,"12,638,526"
House of 1000 Corpses,(2003),31,"12,634,962"
Triple 9,(2016),52,"12,626,905"
The Matador,(2005),65,"12,594,698"
Under the Same Moon,(2007),59,"12,589,108"
An Education,(2009),85,"12,574,715"
Silent House,(2011),49,"12,555,230"
I Think I Love My Wife,(2007),49,"12,550,605"
Idlewild,(2006),55,"12,549,485"
Love & Mercy,(2014),80,"12,547,189"
The Light Between Oceans,(2016),60,"12,545,979"
Freedomland,(2006),43,"12,512,886"
Cirque du Soleil: Worlds Away,(2012),51,"12,495,865"
The Weather Man,(2005),61,"12,482,775"
Strange Magic,(2015),25,"12,427,046"
People Like Us,(2012),49,"12,412,386"
Evening,(2007),45,"12,406,646"
Undisputed,(2002),58,"12,398,628"
Ready to Rumble,(2000),23,"12,372,410"
Miss Pettigrew Lives for a Day,(2008),63,"12,294,036"
Hot Tub Time Machine 2,(2015),29,"12,282,677"
Self/less,(2015),34,"12,276,810"
12 Rounds,(2009),38,"12,232,937"
Before I Fall,(2017),58,"12,230,791"
Far from the Madding Crowd,(2015),71,"12,229,314"
Confidence,(2003),59,"12,212,417"
Chasing Liberty,(2004),46,"12,189,514"
The 33,(2015),55,"12,188,642"
Envy,(2004),31,"12,181,484"
After,(2019),30,"12,138,565"
Let Me In,(I) (2010),79,"12,134,420"
Foxcatcher,(2014),81,"12,096,300"
Soul Men,(2008),49,"12,081,447"
Sunshine Cleaning,(2008),61,"12,062,558"
The Last Stand,(2013),54,"12,050,299"
The Gift,(2000),62,"12,008,642"
End of the Spear,(2005),45,"11,967,000"
"Roman J. Israel, Esq.",(2017),58,"11,962,712"
Sorority Row,(2009),24,"11,956,207"
The Protector,(2005),52,"11,905,519"
The Darjeeling Limited,(2007),67,"11,902,715"
Sydney White,(2007),45,"11,892,415"
Extraordinary Measures,(2010),45,"11,854,694"
Breakin' All the Rules,(2004),46,"11,827,301"
Meet Dave,(2008),43,"11,802,056"
Fifty Shades of Black,(2016),28,"11,675,178"
Surviving Christmas,(2004),19,"11,663,156"
Gone,(I) (2012),36,"11,653,123"
Knockaround Guys,(2001),30,"11,632,420"
Zoom,(2006),26,"11,631,245"
The Last Kiss,(2006),57,"11,596,143"
Get Over It,(2001),52,"11,560,259"
The Cookout,(2004),15,"11,540,112"
The Conspirator,(2010),55,"11,538,204"
The Longshots,(2008),52,"11,508,423"
The Words,(2012),37,"11,494,838"
Material Girls,(2006),17,"11,441,751"
The Shipping News,(2001),47,"11,434,216"
Something New,(I) (2006),64,"11,425,894"
The Powerpuff Girls Movie,(2002),65,"11,411,644"
Out of the Furnace,(2013),63,"11,326,836"
Casanova,(2005),57,"11,294,832"
The Old Man & the Gun,(2018),80,"11,277,120"
Unforgettable,(II) (2017),45,"11,274,490"
Bobby,(I) (2006),54,"11,242,801"
Jane Eyre,(2011),76,"11,242,660"
Be Kind Rewind,(2008),52,"11,169,531"
Hell Fest,(2018),26,"11,107,431"
Café Society,(2016),64,"11,103,205"
In the Land of Women,(2007),47,"11,043,445"
Mrs Henderson Presents,(2005),71,"11,034,436"
